state_raw,year_label,fy_end,value,table,source_title,source_url
Mizoram,2011,2011,100.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Mizoram,2012,2012,111.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Mizoram,2013,2013,122.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Mizoram,2014,2014,141.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Nagaland,2004,2004,71.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Nagaland,2005,2005,73.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Nagaland,2006,2006,73.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Nagaland,2007,2007,78.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Nagaland,2008,2008,81.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Nagaland,2009,2009,85.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Nagaland,2010,2010,90.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Nagaland,2011,2011,95.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Nagaland,2012,2012,108.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Nagaland,2013,2013,124.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
